"tract","Name","Household_Income_at_Age_35_rP_gP_pall","Incarceration_Rate_rP_gP_pall","Teenage_Birth_Rate_women_only_rP_gP_pall","Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall","Fraction_Married_at_Age_35_rP_gP_pall","Spouse's_Income_at_Age_35_rP_gP_pall","Employment_Rate_at_Age_35_rP_gP_pall","High_School_Graduation_Rate_rP_gP_pall","College_Graduation_Rate_rP_gP_pall","Hours_Worked_Per_Week_at_Age_35_rP_gP_pall","Hourly_Wage_$/hour_at_Age_35_rP_gP_pall","Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Household_Income_rP_gP_pall","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Indiv._Income_rP_gP_pall","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall","%_Staying_in_Same_Tract_as_Adults_rP_gP_pall","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Household_Income_for_U.S._Natives_rP_gP_pall","Household_Income_for_Immigrants_rP_gP_pall","Individual_Income_for_U.S._Natives_rP_gP_pall","Individual_Income_for_Immigrants_rP_gP_pall","Number_of_Children_rP_gP_pall"
6037201302,"Northeast Los Angeles, Los Angeles, CA",42145,0.0136,,30358,0.3458,43304,0.7744,,,,,0.1859,,0.2102,,0.8201,0.3317,42143,31504,,,,,512
6037201401,"Northeast Los Angeles, Los Angeles, CA",35685,0.0183,,27064,0.3058,40166,0.7259,,,,,0.135,,0.179,,0.8975,0.3155,36652,28903,,,,,1625
6037201402,"Northeast Los Angeles, Los Angeles, CA",40207,0.0102,,30562,0.3023,43412,0.7511,,,,,0.1631,,0.2389,,0.8633,0.3548,41281,31565,,,,,1122
6037201501,"Northeast Los Angeles, Los Angeles, CA",36364,0.0134,,27027,0.3072,39888,0.7466,,,,,0.1362,,0.1656,,0.871,0.348,36112,27657,,,,,1875
6037201503,"Northeast Los Angeles, Los Angeles, CA",38566,0.0139,,30718,0.3506,33518,0.7912,,,,,0.1349,,0.1878,,0.9189,0.3223,40795,32718,,,,,1158
6037201504,"Northeast Los Angeles, Los Angeles, CA",33970,0.0074,,26097,0.2705,38802,0.7763,,,,,0.1084,,0.1488,,0.8696,0.3311,33690,26299,,,,,810
6037201601,"Northeast Los Angeles, Los Angeles, CA",41988,0.0073,,31603,0.3478,39033,0.7895,,,,,0.1585,,0.2298,,0.8432,0.3088,42670,32924,,,,,667
6037201602,"Northeast Los Angeles, Los Angeles, CA",37930,0.013,,29024,0.3223,38368,0.774,,,,,0.1424,,0.1899,,0.8654,0.3171,39741,30849,,,,,828
6037201700,"Northeast Los Angeles, Los Angeles, CA",39175,0.0075,,30078,0.3458,37848,0.7737,,,,,0.1849,,0.2249,,0.8631,0.3242,40334,31571,,,,,1302
6037203100,"Northeast Los Angeles, Los Angeles, CA",31349,0.0092,,24829,0.2658,32293,0.7237,,,,,0.0673,,0.1398,,0.87,0.2706,31917,25801,,,,,2146
6037203200,"Boyle Heights, Los Angeles, CA",32223,0.0141,,24332,0.2839,37018,0.7234,,,,,0.093,,0.1284,,0.8754,0.3578,34470,26023,,,,,1820
6037203300,"Northeast Los Angeles, Los Angeles, CA",33687,0.0108,,24958,0.3255,40440,0.6532,,,,,0.1218,,0.1651,,0.8449,0.3457,35746,26535,,,,,1076
6037203500,"Boyle Heights, Los Angeles, CA",36754,0.001,,27446,0.3232,36865,0.7338,,,,,0.1209,,0.1797,,0.8322,0.2886,38869,29577,,,,,1082
6037203600,"Boyle Heights, Los Angeles, CA",31459,0.0238,,24905,0.2941,33753,0.714,,,,,0.0719,,0.1144,,0.8585,0.3155,34588,27922,,,,,2165
6037203710,"Boyle Heights, Los Angeles, CA",34779,0.0076,,26911,0.309,36102,0.7659,,,,,0.0718,,0.1122,,0.8477,0.2947,37307,29561,,,,,1317
6037203720,"Boyle Heights, Los Angeles, CA",32431,0.011,,25051,0.3263,34063,0.6838,,,,,0.0747,,0.1462,,0.8987,0.2942,38680,30398,,,,,1582
6037203800,"Boyle Heights, Los Angeles, CA",33647,0.0145,,24712,0.3341,35606,0.7156,,,,,0.0871,,0.1374,,0.8439,0.2954,37066,27820,,,,,1708
6037203900,"Boyle Heights, Los Angeles, CA",31929,0.0051,,24691,0.2611,38268,0.7234,,,,,0.0885,,0.1151,,0.9064,0.3829,33356,26318,,,,,977
6037204110,"Boyle Heights, Los Angeles, CA",34723,0.0013,,26817,0.3567,32643,0.7528,,,,,0.0816,,0.1393,,0.8985,0.3251,36569,28504,,,,,1015
6037204120,"Central LA, Los Angeles, CA",33548,0.0138,,27356,0.2962,32563,0.7324,,,,,0.1234,,0.1786,,0.8845,0.3569,37803,30981,,,,,916
6037204200,"Boyle Heights, Los Angeles, CA",31362,0.0261,,23966,0.3125,32268,0.7117,,,,,0.0587,,0.103,,0.8459,0.2521,33407,25964,,,,,1142
6037204300,"Boyle Heights, Los Angeles, CA",35202,0.0126,,27668,0.3293,33919,0.7792,,,,,0.0998,,0.1342,,0.8688,0.3386,36577,29548,,,,,1584
6037204410,"Central LA, Los Angeles, CA",33732,0.005,,27152,0.2817,38295,0.7666,,,,,0.106,,0.1594,,0.8629,0.3215,36369,29720,,,,,921
6037204420,"Boyle Heights, Los Angeles, CA",29671,0.0238,,22166,0.2679,32541,0.646,,,,,0.0723,,0.1133,,0.8752,0.2772,32957,24815,,,,,1299
6037204600,"Boyle Heights, Los Angeles, CA",34869,0.0053,,26669,0.2884,35793,0.7325,,,,,0.0969,,0.1606,,0.798,0.3019,37980,29683,,,,,1331
6037204700,"Boyle Heights, Los Angeles, CA",33894,0.0031,,26108,0.2994,36284,0.7158,,,,,0.0933,,0.1289,,0.8749,0.3533,37124,28527,,,,,1660
6037204810,"Boyle Heights, Los Angeles, CA",33913,0.0164,,26029,0.2819,36572,0.7108,,,,,0.0839,,0.1605,,0.8646,0.3377,37974,29606,,,,,1511
6037204820,"Boyle Heights, Los Angeles, CA",32488,0.0204,,25494,0.2604,31565,0.7377,,,,,0.0637,,0.1336,,0.8703,0.3815,34431,28248,,,,,683
6037204910,"Boyle Heights, Los Angeles, CA",31746,0.0087,,24802,0.3236,26714,0.7253,,,,,0.0899,,0.1435,,0.8301,0.3191,34238,27834,,,,,1153
6037204920,"Boyle Heights, Los Angeles, CA",30597,0.0063,,23097,0.2938,33569,0.6638,,,,,0.0885,,0.1085,,0.8795,0.3784,33853,25506,,,,,882
6037205110,"Boyle Heights, Los Angeles, CA",31438,0.011,,25112,0.3,30061,0.6964,,,,,0.0745,,0.1354,,0.8806,0.2709,35607,28971,,,,,1629
6037205120,"Central LA, Los Angeles, CA",30236,0.0132,,24537,0.2897,27502,0.7427,,,,,0.058,,0.1199,,0.8733,0.3515,32492,26879,,,,,1473
6037206010,"Central LA, Los Angeles, CA",39753,0.0162,,29473,0.3549,44157,0.7514,,,,,0.1908,,0.2097,,0.895,0.2711,38752,29109,,,,,1166
6037206020,"Central LA, Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,
6037206031,"Arts District, Los Angeles, CA",30477,0.0052,,20897,0.3415,38338,0.5577,,,,,0.1416,,0.145,,0.8602,0.2014,32035,20884,,,,,528
6037206032,"Central LA, Los Angeles, CA",28096,0.0081,,21419,0.296,32365,0.6487,,,,,0.0775,,0.1065,,0.8443,0.2787,31037,24862,,,,,838
6037206050,"Central LA, Los Angeles, CA",35921,0.0172,,30538,0.2965,29908,0.8079,,,,,0.0739,,0.1393,,0.889,0.2566,37752,32401,,,,,333
6037206200,"Central LA, Los Angeles, CA",27402,0.0043,,22917,0.1716,,0.6018,,,,,0.0799,,0.1676,,0.7762,0.1554,27274,22267,,,,,302
6037206300,"Central LA, Los Angeles, CA",14636,0.0768,,12987,0.1336,,0.5699,,,,,0.0363,,0.0728,,0.6992,0.1011,16465,15394,,,,,619
6037207101,"Central LA, Los Angeles, CA",50208,0.0028,,37088,0.3984,41474,0.7958,,,,,0.2554,,0.3379,,0.8727,0.2654,50842,38825,,,,,404
6037207102,"Central LA, Los Angeles, CA",46856,0,,33561,0.4019,47767,0.7915,,,,,0.1933,,0.2073,,0.9095,0.2417,49700,35454,,,,,338
6037207103,"Central LA, Los Angeles, CA",45881,0,,33306,0.3582,40118,0.7671,,,,,0.2379,,0.2538,,0.8838,0.3079,45162,33163,,,,,275
6037207301,"Central LA, Los Angeles, CA",31573,0.0283,,23913,0.345,37850,0.6057,,,,,0.16,,0.1817,,0.6688,0.1127,37373,28466,,,,,72
6037207302,"Central LA, Los Angeles, CA",26377,0.0262,,21639,0.1489,,0.634,,,,,0.1178,,0.173,,0.7477,0.097,26589,22393,,,,,60
6037207400,"Central LA, Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,
6037207501,"Downtown, Los Angeles, CA",52451,0.0098,,35346,0.3852,54860,0.6895,,,,,0.3408,,0.3686,,0.6777,0.1429,50461,36715,,,,,50
6037207502,"Downtown, Los Angeles, CA",30026,0.0126,,21257,0.302,48641,0.4923,,,,,0.2315,,0.2618,,0.658,0.0924,50872,36194,,,,,58
6037207710,"Central LA, Los Angeles, CA",31245,0.0016,,21148,0.3018,49201,0.5307,,,,,0.2204,,0.1954,,0.6555,0.1165,39981,29044,,,,,228
6037207900,"Central LA, Los Angeles, CA",38529,0.0062,,29673,0.2671,38655,0.7039,,,,,0.2156,,0.2404,,0.7875,0.1575,38648,29664,,,,,334
6037208000,"Central LA, Los Angeles, CA",31949,0.0126,,24918,0.282,32664,0.7213,,,,,0.0728,,0.1133,,0.8693,0.291,35052,27769,,,,,2228
6037208301,"Central LA, Los Angeles, CA",35007,0.0219,,25857,0.3124,38922,0.7429,,,,,0.0899,,0.0886,,0.8512,0.2569,35679,26953,,,,,605
6037208302,"Central LA, Los Angeles, CA",31571,0.0212,,23790,0.2747,38650,0.7327,,,,,0.0691,,0.1128,,0.8533,0.3107,32915,25684,,,,,1198
6037208401,"Central LA, Los Angeles, CA",33242,0.0066,,26844,0.2968,32695,0.7381,,,,,0.0771,,0.1447,,0.8619,0.2319,36362,30019,,,,,1136
6037208402,"Central LA, Los Angeles, CA",34253,0.0224,,26653,0.3001,39365,0.7373,,,,,0.0998,,0.1639,,0.8711,0.3348,36147,28292,,,,,859
6037208501,"Central LA, Los Angeles, CA",38562,0.0067,,29916,0.3532,35009,0.7453,,,,,0.1623,,0.2101,,0.8153,0.2618,40399,31417,,,,,789
6037208502,"Central LA, Los Angeles, CA",33213,0.0028,,27086,0.2881,30069,0.7203,,,,,0.0757,,0.1553,,0.8488,0.2299,35757,29545,,,,,1062
6037208610,"Central LA, Los Angeles, CA",38717,0.0073,,29807,0.3486,34834,0.7627,,,,,0.1373,,0.1886,,0.8072,0.2574,39434,31309,,,,,1152
6037208620,"Central LA, Los Angeles, CA",33996,0.0224,,25881,0.3507,36696,0.7082,,,,,0.1242,,0.196,,0.8246,0.1806,36514,28141,,,,,1217
6037208710,"Central LA, Los Angeles, CA",37577,0.0056,,27776,0.3454,36520,0.6801,,,,,0.1606,,0.1792,,0.7905,0.2068,39672,30121,,,,,921
6037208720,"Central LA, Los Angeles, CA",27524,0.0076,,22839,0.2286,26867,0.6829,,,,,0.0546,,0.1466,,0.843,0.2655,30337,25819,,,,,1066
6037208801,"Central LA, Los Angeles, CA",33465,0.01,,25610,0.3463,28524,0.6578,,,,,0.108,,0.171,,0.8697,0.2153,35227,26455,,,,,779
6037208802,"Central LA, Los Angeles, CA",35244,0.0239,,28458,0.286,37903,0.7622,,,,,0.1098,,0.1712,,0.7771,0.2061,37890,30721,,,,,756
6037208902,"Central LA, Los Angeles, CA",28686,0.0014,,24110,0.2756,21313,0.6783,,,,,0.024,,0.067,,0.8659,0.2579,30778,26467,,,,,687
6037208903,"Central LA, Los Angeles, CA",25954,0.0041,,22087,0.2477,30822,0.6882,,,,,0.0489,,0.1172,,0.778,0.1748,27255,23224,,,,,1092
6037208904,"Central LA, Los Angeles, CA",31061,0.0125,,23958,0.3914,29288,0.7032,,,,,0.0534,,0.0859,,0.8604,0.1832,32559,25193,,,,,1075
6037209102,"Central LA, Los Angeles, CA",31355,0.0426,,24823,0.2493,32892,0.6714,,,,,0.1234,,0.1659,,0.8345,0.2566,38039,30761,,,,,1322
6037209103,"Central LA, Los Angeles, CA",25937,0.0145,,20540,0.2506,28958,0.6618,,,,,0.0624,,0.0786,,0.8318,0.2389,29331,24395,,,,,1302
6037209104,"Central LA, Los Angeles, CA",28992,0.0116,,21961,0.2976,33943,0.7029,,,,,0.0697,,0.1012,,0.8519,0.2069,32415,24670,,,,,986
6037209200,"Central LA, Los Angeles, CA",23429,0.0453,,18610,0.2608,33903,0.5937,,,,,0.0529,,0.1123,,0.8071,0.1898,27082,23595,,,,,399
6037209300,"Central LA, Los Angeles, CA",31564,0.0033,,23329,0.3676,33085,0.6787,,,,,0.094,,0.1326,,0.7977,0.146,37627,28453,,,,,853
6037209401,"Central LA, Los Angeles, CA",29148,0.0073,,23608,0.2717,32395,0.6972,,,,,0.0604,,0.1162,,0.8636,0.2177,32701,26464,,,,,1217
6037209402,"Central LA, Los Angeles, CA",33853,0.0013,,26131,0.3027,39444,0.7786,,,,,0.1073,,0.1254,,0.8626,0.223,38695,29820,,,,,941
6037209403,"Central LA, Los Angeles, CA",31815,0.0293,,28921,0.2467,26134,0.7856,,,,,0.0423,,0.1371,,0.8604,0.2001,34679,31576,,,,,929
6037209510,"Central LA, Los Angeles, CA",34307,0.0086,,26636,0.323,35915,0.6949,,,,,0.0893,,0.134,,0.8165,0.2053,35330,27363,,,,,829
6037209520,"Central LA, Los Angeles, CA",34968,0.0122,,26457,0.3432,35586,0.7519,,,,,0.1063,,0.1448,,0.8465,0.2335,35116,27715,,,,,833
6037209810,"Central LA, Los Angeles, CA",26978,0.0138,,21216,0.2742,31570,0.6641,,,,,0.0462,,0.0707,,0.8116,0.2936,30776,25368,,,,,761
6037209820,"Central LA, Los Angeles, CA",26742,0.023,,23382,0.2265,25738,0.6934,,,,,0.0417,,0.1007,,0.8195,0.3098,29462,26495,,,,,901
6037210010,"Central LA, Los Angeles, CA",33387,0.0046,,27069,0.2617,34562,0.8034,,,,,0.0665,,0.1096,,0.8368,0.2656,33795,28259,,,,,1150
6037211000,"Central LA, Los Angeles, CA",63504,0,,41509,0.5046,52711,0.7607,,,,,0.4334,,0.4418,,0.6394,0.1794,61857,42462,,,,,1051
6037211120,"Central LA, Los Angeles, CA",37696,0.0005,,28498,0.3371,43221,0.6896,,,,,0.1642,,0.2063,,0.8457,0.207,38341,29279,,,,,1136
6037211121,"Central LA, Los Angeles, CA",36450,0.0035,,27182,0.36,37376,0.7566,,,,,0.1338,,0.171,,0.827,0.1867,39091,29588,,,,,588
6037211122,"Central LA, Los Angeles, CA",33722,0.0047,,25264,0.3552,33281,0.695,,,,,0.1063,,0.1714,,0.7837,0.1678,34111,24908,,,,,770
6037211201,"Central LA, Los Angeles, CA",33184,0.0005,,26371,0.3195,33436,0.7182,,,,,0.0996,,0.1446,,0.8318,0.263,34542,27403,,,,,898
6037211202,"Central LA, Los Angeles, CA",30840,0.0061,,24535,0.2733,36559,0.704,,,,,0.0792,,0.1469,,0.8756,0.2346,33240,26248,,,,,898
6037211310,"Central LA, Los Angeles, CA",31012,0.0274,,24457,0.3231,31569,0.7219,,,,,0.0829,,0.1321,,0.8222,0.2073,32006,25558,,,,,1299
6037211320,"Central LA, Los Angeles, CA",32641,0.0049,,24606,0.3302,31994,0.7128,,,,,0.0938,,0.1108,,0.8523,0.216,34856,25891,,,,,996
6037211410,"Central LA, Los Angeles, CA",38997,0.0012,,28960,0.3632,42096,0.7373,,,,,0.1733,,0.2171,,0.8243,0.2116,39768,29878,,,,,836
6037211420,"Central LA, Los Angeles, CA",42425,0.0048,,32398,0.3646,39175,0.7678,,,,,0.181,,0.2608,,0.8074,0.223,44981,34858,,,,,1102
6037211500,"Central LA, Los Angeles, CA",49515,0.0101,,36068,0.4288,40284,0.7744,,,,,0.299,,0.3592,,0.8118,0.241,47613,34781,,,,,1094
6037211701,"Central LA, Los Angeles, CA",51086,0.0028,,36091,0.3758,50896,0.7545,,,,,0.3444,,0.3166,,0.7528,0.2027,46838,35831,,,,,642
6037211703,"Central LA, Los Angeles, CA",42518,0.0062,,31297,0.4045,37363,0.7385,,,,,0.1989,,0.2404,,0.8335,0.2158,42983,32531,,,,,1150
6037211704,"Central LA, Los Angeles, CA",43514,0.001,,33601,0.314,37385,0.7498,,,,,0.1994,,0.2661,,0.7862,0.1416,48068,37383,,,,,726
6037211802,"Central LA, Los Angeles, CA",37450,0.0251,,29335,0.3122,36641,0.7116,,,,,0.1612,,0.2163,,0.8003,0.1347,41395,32369,,,,,896
6037211803,"Central LA, Los Angeles, CA",40442,0.0011,,30788,0.3292,35060,0.7714,,,,,0.1546,,0.2118,,0.8298,0.1911,40742,31737,,,,,788
6037211804,"Central LA, Los Angeles, CA",38239,0,,28207,0.321,42229,0.7309,,,,,0.1493,,0.2043,,0.7558,0.1626,37502,28504,,,,,719
6037211910,"Central LA, Los Angeles, CA",34349,0.0031,,27616,0.2971,35974,0.7296,,,,,0.1008,,0.175,,0.7867,0.2064,35282,29676,,,,,1340
6037211921,"Central LA, Los Angeles, CA",36275,0.0074,,25757,0.3543,33971,0.746,,,,,0.1643,,0.1579,,0.8511,0.1946,38231,27671,,,,,646
6037211922,"Central LA, Los Angeles, CA",35508,0.0121,,28521,0.3478,36572,0.7156,,,,,0.1258,,0.1852,,0.7485,0.1475,37230,29609,,,,,885
6037212101,"Central LA, Los Angeles, CA",37168,0.002,,28071,0.3331,39527,0.7063,,,,,0.1819,,0.2052,,0.8468,0.2085,38439,29043,,,,,473
6037212102,"Central LA, Los Angeles, CA",41046,0.0001,,27751,0.373,40706,0.68,,,,,0.2131,,0.2605,,0.7834,0.1267,43601,28297,,,,,461
6037212202,"Central LA, Los Angeles, CA",32525,0.006,,25798,0.3088,31027,0.727,,,,,0.0743,,0.128,,0.8545,0.2587,34499,27398,,,,,1329
6037212203,"Central LA, Los Angeles, CA",34069,0.0154,,27968,0.3043,38476,0.729,,,,,0.1464,,0.1656,,0.9062,0.2198,36790,30133,,,,,735
6037212204,"Central LA, Los Angeles, CA",30147,0.003,,24824,0.2777,30303,0.7163,,,,,0.0656,,0.1139,,0.8627,0.2389,30356,26227,,,,,973
6037212303,"Central LA, Los Angeles, CA",31743,0.0081,,24617,0.2803,35208,0.7117,,,,,0.0768,,0.1433,,0.836,0.1741,36315,27968,,,,,868
6037212304,"Central LA, Los Angeles, CA",29286,0.029,,22120,0.351,31200,0.6693,,,,,0.0814,,0.0931,,0.8231,0.2023,30378,24761,,,,,598
6037212305,"Central LA, Los Angeles, CA",34681,0.0189,,26415,0.3138,34112,0.7327,,,,,0.1126,,0.1513,,0.8163,0.2195,37204,28322,,,,,970
6037212306,"Central LA, Los Angeles, CA",39183,0.0067,,30790,0.3455,38268,0.8001,,,,,0.1523,,0.2047,,0.8371,0.2075,39764,31397,,,,,961
6037212410,"Central LA, Los Angeles, CA",34959,0.0021,,24588,0.3553,38028,0.6639,,,,,0.1436,,0.1652,,0.729,0.176,33999,25326,,,,,1042
6037212420,"Central LA, Los Angeles, CA",41472,0.0134,,30705,0.3665,37586,0.7536,,,,,0.1452,,0.1809,,0.7832,0.2257,39087,29360,,,,,1103
6037212501,"Central LA, Los Angeles, CA",30136,0.0233,,23438,0.3286,34923,0.6635,,,,,0.1016,,0.1551,,0.869,0.1809,31351,24977,,,,,743
6037212502,"Central LA, Los Angeles, CA",31044,0.011,,25200,0.2636,32821,0.7031,,,,,0.0785,,0.1558,,0.847,0.2425,31622,26983,,,,,950
6037212610,"Central LA, Los Angeles, CA",39938,0.0068,,30784,0.3042,37762,0.7377,,,,,0.2168,,0.2462,,0.8526,0.2275,41378,32183,,,,,1029
6037212620,"Central LA, Los Angeles, CA",36862,0.004,,27676,0.3524,35725,0.6819,,,,,0.1571,,0.1805,,0.8328,0.2479,38210,28606,,,,,1318
6037212701,"Central LA, Los Angeles, CA",41432,0.0078,,30796,0.3852,37207,0.7687,,,,,0.1964,,0.2299,,0.8386,0.264,40349,30855,,,,,508
6037212702,"Central LA, Los Angeles, CA",44101,0.0007,,30802,0.3478,50356,0.6631,,,,,0.2872,,0.2905,,0.8077,0.2586,43769,32385,,,,,759
6037212800,"Central LA, Los Angeles, CA",39402,0.0071,,30353,0.327,38502,0.7623,,,,,0.1469,,0.2193,,0.8254,0.3129,39588,30946,,,,,1377
6037212900,"Central LA, Los Angeles, CA",32147,0.015,,24744,0.2864,36811,0.6715,,,,,0.1104,,0.1405,,0.8683,0.2094,34711,27552,,,,,1200
6037213100,"Central LA, Los Angeles, CA",39755,0.0028,,30846,0.3605,38057,0.7212,,,,,0.1601,,0.2625,,0.808,0.2249,40368,31668,,,,,591
6037213201,"Central LA, Los Angeles, CA",34830,0.0027,,28142,0.3307,30260,0.7274,,,,,0.1323,,0.1983,,0.8415,0.2382,34465,27802,,,,,998
6037213202,"Central LA, Los Angeles, CA",32671,0.0144,,26454,0.3033,30719,0.7583,,,,,0.0919,,0.1333,,0.8606,0.2755,33386,27819,,,,,1211
6037213310,"Central LA, Los Angeles, CA",33775,0.0058,,27750,0.273,35195,0.7173,,,,,0.0972,,0.176,,0.858,0.2478,32806,26856,,,,,1028
6037213320,"Central LA, Los Angeles, CA",34178,0.0204,,27645,0.2947,32717,0.7612,,,,,0.0876,,0.1279,,0.866,0.2752,34992,28569,,,,,662
6037213401,"Central LA, Los Angeles, CA",37828,0.0018,,29796,0.3635,34579,0.7806,,,,,0.1409,,0.1763,,0.8143,0.1988,37677,30560,,,,,1756
6037213402,"Central LA, Los Angeles, CA",32248,0.0216,,24810,0.3302,37074,0.7026,,,,,0.1003,,0.1274,,0.8144,0.2317,34028,27185,,,,,1670
6037214000,"Central LA, Los Angeles, CA",45205,0.0004,,26006,0.6617,35964,0.5422,,,,,0.2434,,0.2395,,0.4991,0.2526,44746,29100,,,,,1189
6037214100,"Central LA, Los Angeles, CA",62639,0.0002,,36348,0.6484,43076,0.6456,,,,,0.4252,,0.4105,,0.5901,0.2116,63771,38455,,,,,762
6037214400,"Central LA, Los Angeles, CA",39767,0.0103,,26500,0.4168,41875,0.6198,,,,,0.1952,,0.1796,,0.6222,0.2593,39631,28948,,,,,145
6037214501,"Central LA, Los Angeles, CA",39544,0.0007,,29862,0.3873,35641,0.6882,,,,,0.2258,,0.2686,,0.6524,0.1382,36148,28561,,,,,307
6037214502,"Central LA, Los Angeles, CA",50264,0,,37351,0.3478,46613,0.7734,,,,,0.3795,,0.3512,,0.7687,0.1858,47768,36233,,,,,579
6037214503,"Central LA, Los Angeles, CA",39534,0.0028,,32921,0.2718,40232,0.7268,,,,,0.1831,,0.3131,,0.7717,0.1049,40141,34279,,,,,348
6037214600,"Central LA, Los Angeles, CA",49913,0,,34256,0.523,44425,0.7414,,,,,0.3531,,0.2951,,0.7086,0.2276,46665,31576,,,,,222
6037214700,"Beverly Grove, Los Angeles, CA",62239,0.0019,,36014,0.5316,67072,0.7011,,,,,0.4412,,0.3266,,0.7237,0.17,60804,35144,,,,,279
6037214800,"Beverly Grove, Los Angeles, CA",42773,0,,32190,0.4039,45004,0.651,,,,,0.2401,,0.3325,,0.7675,0.2822,44304,34064,,,,,215
6037214901,"Beverly Grove, West Hollywood, CA",50560,0.0008,,37997,0.4042,49257,0.701,,,,,0.37,,0.4463,,0.8073,0.1241,51768,37913,,,,,229
6037214902,"Central LA, Los Angeles, CA",52938,0.0053,,31709,0.5515,47398,0.6707,,,,,0.3536,,0.3214,,0.7367,0.1555,55691,30052,,,,,193
6037215101,"Central LA, Los Angeles, CA",35385,0,,24673,0.3221,33423,0.6611,,,,,0.211,,0.2082,,0.6995,0.1632,28762,19399,,,,,165
6037215102,"Central LA, Los Angeles, CA",36107,0.0339,,26911,0.3238,38571,0.7169,,,,,0.1388,,0.1654,,0.7483,0.1597,39983,29354,,,,,207
6037216100,"Central LA, Los Angeles, CA",41371,0.0041,,33578,0.3145,48874,0.7431,,,,,0.2042,,0.2995,,0.8116,0.3099,39028,32323,,,,,401
6037216200,"Central LA, Los Angeles, CA",36105,0.0061,,29465,0.2169,46658,0.7351,,,,,0.1552,,0.2574,,0.7904,0.2077,36734,30036,,,,,680
6037216300,"Central LA, Los Angeles, CA",50810,0.0016,,37795,0.3291,47079,0.7652,,,,,0.3129,,0.3669,,0.7837,0.2342,49612,38286,,,,,673
6037216401,"Central LA, Los Angeles, CA",44526,0.0094,,29288,0.4005,44515,0.6174,,,,,0.28,,0.2642,,0.7389,0.2424,44558,29968,,,,,571
6037216402,"Central LA, Los Angeles, CA",54802,0.0022,,35114,0.4794,55330,0.7114,,,,,0.4017,,0.3765,,0.7101,0.2034,52025,34074,,,,,357
6037216700,"Central LA, Los Angeles, CA",34269,0.0157,,27391,0.2694,37591,0.7174,,,,,0.129,,0.2068,,0.7703,0.2077,35422,29741,,,,,811
6037216800,"Central LA, Los Angeles, CA",40835,0.0097,,30846,0.297,34606,0.6875,,,,,0.1866,,0.2551,,0.6949,0.2513,40286,30193,,,,,569
6037216900,"Central LA, Los Angeles, CA",34503,0.0017,,29020,0.2549,41112,0.7346,,,,,0.1455,,0.2158,,0.7734,0.2419,32371,28196,,,,,968
6037217001,"Pico - Robertson, Los Angeles, CA",47671,0,,31844,0.4684,41823,0.6693,,,,,0.3224,,0.3062,,0.7038,0.2698,45066,30025,,,,,503
6037217002,"Central LA, Los Angeles, CA",43679,0.0044,,32115,0.3603,41339,0.6869,,,,,0.2249,,0.2938,,0.7364,0.2408,41430,31011,,,,,967
6037217100,"Central LA, Los Angeles, CA",30128,0.0096,,23824,0.236,37112,0.668,,,,,0.0973,,0.165,,0.8213,0.2716,31408,25529,,,,,1527
6037217200,"Central LA, Los Angeles, CA",32135,0.0194,,25885,0.2452,42896,0.7446,,,,,0.0994,,0.169,,0.8052,0.2209,32941,26566,,,,,940
6037218110,"Central LA, Los Angeles, CA",29805,0.0169,,24970,0.2126,37527,0.6628,,,,,0.0853,,0.1607,,0.8349,0.3152,31840,27744,,,,,972
6037218120,"Central LA, Los Angeles, CA",33049,0.0164,,26900,0.2765,33319,0.7316,,,,,0.0874,,0.1577,,0.8504,0.2422,34932,28865,,,,,1436
6037218210,"Central LA, Los Angeles, CA",27549,0.0126,,23490,0.21,28089,0.7112,,,,,0.0596,,0.1101,,0.8173,0.2682,29104,24760,,,,,1491
6037218220,"Central LA, Los Angeles, CA",30672,0.0124,,25383,0.2404,35409,0.7404,,,,,0.0784,,0.1449,,0.8154,0.2195,31293,26371,,,,,1356
6037218300,"Central LA, Los Angeles, CA",29715,0.0087,,25066,0.2252,34936,0.7387,,,,,0.0722,,0.1294,,0.8347,0.3127,30954,26582,,,,,1692
6037218400,"Central LA, Los Angeles, CA",31865,0.0182,,26138,0.2417,38520,0.7189,,,,,0.0802,,0.1535,,0.8381,0.3056,32780,27281,,,,,1533
6037218500,"Central LA, Los Angeles, CA",29934,0.0171,,24575,0.2044,41013,0.7533,,,,,0.1032,,0.14,,0.8251,0.3186,31144,25845,,,,,924
6037218600,"Central LA, Los Angeles, CA",29735,0.0291,,24214,0.2176,42839,0.69,,,,,0.104,,0.1483,,0.8349,0.3005,29675,25349,,,,,714
6037218701,"Central LA, Los Angeles, CA",31111,0.019,,26554,0.2582,28600,0.7264,,,,,0.0696,,0.1366,,0.8046,0.2689,32101,27438,,,,,711
6037218702,"Jefferson, Los Angeles, CA",29820,0.0461,,24250,0.2246,36113,0.7032,,,,,0.0714,,0.1346,,0.8421,0.2763,32045,27187,,,,,647
